"index_name","index_date","open_index_value","high_index_value","low_index_value","closing_index_value","points_change","change_percent","volume","turnover_rs_cr","pe_ratio","pb_ratio","div_yield"
"NIFTY100 Alpha 30","2024-08-23","NaN","NaN","NaN","21156.64","61.81","0.29","312866437","14334.57","20.37","4.61","1.25"
"NIFTY500 Value 50","2024-08-23","NaN","NaN","NaN","15191.57","-84.64","-0.55","320236617","9598.14","12.89","1.89","2.85"
"Nifty100 Low Volatility 30","2024-08-23","20432.95","20458.20","20351.95","20380.95","-32.30","-0.16","80419606","13392.69","35.84","7.34","1.08"
"NIFTY Alpha Low-Volatility 30","2024-08-23","29936.40","29980.50","29853.75","29900.00","35.35","0.12","90438601","13104.85","28.64","5.14","0.93"
"NIFTY Quality Low-Volatility 30","2024-08-23","NaN","NaN","NaN","18499.14","-79.28","-0.43","63678104","10708.99","35.40","9.47","1.33"
"NIFTY Alpha Quality Low-Volatility 30","2024-08-23","NaN","NaN","NaN","24945.08","-46.72","-0.19","74365935","10242.07","32.86","9.48","1.37"
"NIFTY Alpha Quality Value Low-Volatility 30","2024-08-23","NaN","NaN","NaN","22292.30","-74.16","-0.33","114557955","12683.64","22.80","5.94","1.86"
"NIFTY200 Quality 30","2024-08-23","22597.95","22622.45","22470.35","22490.15","-88.50","-0.39","72484643","9643.01","36.66","11.49","1.69"
"NIFTY Midcap150 Quality 50","2024-08-23","25387.20","25401.55","25165.40","25191.75","-167.15","-0.66","27321401","3720.22","40.51","10.20","1.07"
"Nifty200 Momentum 30","2024-08-23","36512.70","36696.45","36430.75","36554.70","121.90","0.33","154545676","12440.84","23.41","5.25","1.25"
"Nifty India Manufacturing","2024-08-23","15044.35","15097.15","15013.85","15052.40","43.85","0.29","269715623","19209.40","32.42","5.29","0.99"
"Nifty100 ESG Sector Leaders","2024-08-23","4145.50","4148.75","4133.95","4138.15","-0.30","-0.01","305664899","27785.49","27.09","4.72","1.00"
"Nifty200 Alpha 30","2024-08-23","29112.10","29216.95","29004.35","29035.70","-11.05","-0.04","622521184","12906.09","26.17","5.37","1.25"
"Nifty Midcap150 Momentum 50","2024-08-23","65563.80","65660.70","65083.60","65130.05","-310.80","-0.47","257006186","11773.28","35.52","5.74","0.79"
"Nifty Smallcap250 Quality 50","2024-08-23","NaN","NaN","NaN","29942.09","20.96","0.07","105461820","7242.51","28.91","5.75","1.21"
"Nifty Smallcap250 Momentum Quality 100","2024-08-23","NaN","NaN","NaN","53240.92","76.09","0.14","271659886","13396.66","29.35","5.29","0.95"
"Nifty MidSmallcap400 Momentum Quality 100","2024-08-23","NaN","NaN","NaN","54303.06","-72.40","-0.13","208059103","15604.65","34.63","7.02","0.92"
"Nifty500 Momentum 50","2024-08-23","NaN","NaN","NaN","62679.73","165.56","0.26","324808272","15592.59","30.45","5.92","0.73"
"Nifty200 Value 30","2024-08-23","NaN","NaN","NaN","13992.19","-77.53","-0.55","231468716","7900.40","12.51","1.96","2.84"
"Nifty Top 10 Equal Weight","2024-08-23","NaN","NaN","NaN","9602.70","-7.87","-0.08","47900210","8267.91","23.97","4.74","1.24"
"NIFTY100 ESG","2024-08-23","4988.45","4992.15","4968.55","4973.25","-8.20","-0.16","484626512","36027.28","25.00","4.85","1.17"
"NIFTY100 Enhanced ESG","2024-08-23","NaN","NaN","NaN","5010.37","-8.10","-0.16","484050286","35883.62","24.98","4.85","1.17"
"NIFTY50 Equal Weight","2024-08-23","31908.90","31941.85","31814.95","31876.75","5.35","0.02","206800655","23134.22","24.53","4.41","1.31"
"Nifty500 Equal Weight","2024-08-23","NaN","NaN","NaN","14897.01","-22.15","-0.15","2341184147","88272.30","33.24","4.67","0.88"
"Nifty 50 Futures Index","2024-08-23","NaN","NaN","NaN","6929.62","3.78","0.05","NaN","NaN","NaN","NaN","NaN"
"Nifty 8-13 yr G-Sec","2024-08-23","2689.10","2689.71","2688.00","2688.00","-0.59","-0.02","NaN","NaN","NaN","NaN","NaN"
"Nifty 4-8 yr G-Sec Index","2024-08-23","2908.51","2908.86","2907.77","2907.77","-0.18","-0.01","NaN","NaN","NaN","NaN","NaN"
"Nifty 11-15 yr G-Sec Index","2024-08-23","2981.74","2982.83","2980.90","2980.90","-0.26","-0.01","NaN","NaN","NaN","NaN","NaN"
"Nifty 15 yr and above G-Sec Index","2024-08-23","3310.38","3311.69","3307.88","3308.01","-1.73","-0.05","NaN","NaN","NaN","NaN","NaN"
"Nifty Composite G-sec Index","2024-08-23","2786.79","2787.13","2785.57","2785.57","-0.69","-0.02","NaN","NaN","NaN","NaN","NaN"
"Nifty 10 yr Benchmark G-Sec","2024-08-23","2381.21","2381.79","2380.24","2380.24","-0.52","-0.02","NaN","NaN","NaN","NaN","NaN"
"Nifty 10 yr Benchmark G-Sec (Clean Price)","2024-08-23","887.28","887.51","886.92","886.92","-0.37","-0.04","NaN","NaN","NaN","NaN","NaN"
"Nifty 1D Rate Index","2024-08-23","NaN","NaN","NaN","2319.26","0.41","0.02","NaN","NaN","NaN","NaN","NaN"
"Nifty50 USD","2024-08-23","NaN","NaN","NaN","10250.99","10.60","0.10","NaN","NaN","NaN","NaN","NaN"
"Nifty 50","2024-08-22","24863.40","24867.35","24784.45","24811.50","41.30","0.17","220345125","24227.03","23.05","4.18","1.22"
"Nifty Next 50","2024-08-22","74546.15","74713.65","74382.00","74660.35","481.85","0.65","258349079","13268.08","26.55","5.08","1.11"
"Nifty 100","2024-08-22","25958.10","25961.80","25877.50","25910.45","57.25","0.22","486858877","38098.04","23.97","4.34","1.17"
"Nifty 200","2024-08-22","14130.30","14131.85","14090.45","14112.60","41.80","0.30","1364845728","60179.76","25.90","4.46","1.08"
"Nifty 500","2024-08-22","23467.15","23474.85","23408.95","23440.70","72.05","0.31","2186317143","86131.17","26.74","4.54","1.05"
"Nifty Midcap 50","2024-08-22","16518.60","16605.20","16492.85","16575.35","131.00","0.80","607695947","9597.36","47.95","5.72","0.70"
"NIFTY Midcap 100","2024-08-22","58743.05","58946.90","58623.75","58844.85","400.80","0.69","877986851","22081.72","44.01","5.16","0.66"
"NIFTY Smallcap 100","2024-08-22","19158.05","19224.70","19075.50","19099.60","32.25","0.17","541084082","13951.90","29.95","4.43","0.83"
"Nifty50 Dividend Points","2024-08-22","NaN","NaN","NaN","192.05","0.00","NaN","NaN","NaN","NaN","NaN","NaN"
"Nifty Auto","2024-08-22","25658.45","25681.50","25518.05","25563.65","-23.10","-0.09","41215079","5132.88","23.63","5.59","0.87"
"Nifty Bank","2024-08-22","50894.80","51080.00","50794.45","50985.70","300.15","0.59","133056374","6539.25","14.80","2.83","0.91"
"Nifty Energy","2024-08-22","43703.95","43742.45","43249.05","43321.15","-270.30","-0.62","85228669","4597.98","15.93","2.75","2.19"
"Nifty Financial Services","2024-08-22","23230.85","23283.85","23163.45","23247.15","103.50","0.45","64157378","7866.90","16.56","3.39","0.91"
"Nifty FMCG","2024-08-22","63424.80","63620.90","63155.10","63483.60","391.70","0.62","28877460","3143.40","49.84","12.35","1.68"
"Nifty IT","2024-08-22","41735.25","41834.00","41406.20","41506.20","-64.65","-0.16","16994440","3242.91","33.92","8.63","1.88"
"Nifty Media","2024-08-22","2113.20","2117.85","2092.20","2096.00","-4.05","-0.19","57215194","569.44","NaN","2.21","0.38"
"Nifty Metal","2024-08-22","9309.70","9333.00","9273.15","9326.25","62.20","0.67","104043607","3442.33","31.06","2.86","1.62"
"Nifty MNC","2024-08-22","31140.55","31149.00","31005.95","31058.60","56.45","0.18","26619605","4143.03","46.89","10.68","1.41"
"Nifty Pharma","2024-08-22","22660.30","22661.00","22501.95","22546.10","-31.80","-0.14","19003030","3080.70","37.65","6.03","0.60"
"Nifty PSU Bank","2024-08-22","7039.20","7082.90","7030.45","7059.70","47.25","0.67","98631698","1748.56","8.62","1.37","2.09"
"Nifty Realty","2024-08-22","1042.65","1045.80","1032.45","1043.45","4.90","0.47","4803581","708.48","56.74","6.20","0.40"
"Nifty India Consumption","2024-08-22","11965.15","11990.05","11929.25","11972.55","69.45","0.58","130873118","11384.75","52.31","9.68","0.95"
"Nifty Commodities","2024-08-22","9452.30","9458.45","9412.30","9431.10","15.75","0.17","171803840","9579.72","20.16","2.75","1.78"
"Nifty Dividend Opportunities 50","2024-08-22","6836.25","6838.00","6798.00","6809.35","-0.60","-0.01","344809647","14690.12","19.45","3.89","2.36"
"Nifty Infrastructure","2024-08-22","9271.05","9286.45","9240.20","9266.45","32.05","0.35","132871232","10354.88","24.57","3.61","1.17"
"Nifty PSE","2024-08-22","11420.50","11425.75","11320.70","11346.00","-34.95","-0.31","180820253","6061.43","13.26","2.90","2.79"
"Nifty Services Sector","2024-08-22","31531.85","31535.45","31432.75","31458.65","57.10","0.18","200139378","14963.90","22.24","4.30","1.16"
"Nifty50 Shariah","2024-08-22","NaN","NaN","NaN","5530.45","-9.47","-0.17","37079197","5324.19","28.83","6.83","1.72"
"Nifty500 Shariah","2024-08-22","NaN","NaN","NaN","8016.97","21.26","0.27","468915425","28373.90","37.29","7.18","1.07"
"Nifty Low Volatility 50","2024-08-22","NaN","NaN","NaN","25278.69","112.25","0.45","142680961","19718.31","33.33","5.83","1.02"
"Nifty Alpha 50","2024-08-22","59639.55","59708.95","59330.85","59508.90","224.50","0.38","390396222","14550.15","30.93","5.39","0.71"
"Nifty High Beta 50","2024-08-22","NaN","NaN","NaN","4178.23","13.01","0.31","810331038","12804.31","21.20","2.24","1.30"
"Nifty100 Equal Weight","2024-08-22","34235.60","34244.90","34149.35","34193.60","93.65","0.27","486858877","38098.04","26.39","4.77","1.12"
"Nifty100 Liquid 15","2024-08-22","6828.65","6838.95","6807.65","6817.00","15.25","0.22","90666566","9238.01","21.01","3.39","0.88"
"Nifty CPSE","2024-08-22","7392.25","7399.70","7310.90","7325.35","-49.15","-0.67","129775070","3647.17","14.99","3.06","2.58"
"Nifty50 Value 20","2024-08-22","14122.25","14124.20","14059.20","14080.95","14.45","0.10","140817813","9648.74","20.88","4.02","1.98"
"Nifty Midcap Liquid 15","2024-08-22","14031.50","14114.20","14002.40","14090.65","112.90","0.81","81845545","3277.19","40.15","4.85","0.57"
"Nifty Shariah 25","2024-08-22","NaN","NaN","NaN","9252.12","9.02","0.10","66315507","6858.43","30.47","6.84","1.61"
"India VIX","2024-08-22","13.33","13.78","10.96","13.00","-0.33","-2.49","NaN","NaN","NaN","NaN","NaN"
"Nifty Growth Sectors 15","2024-08-22","12563.10","12563.10","12488.00","12508.00","-4.75","-0.04","35560627","5754.31","34.66","9.14","1.77"
"Nifty50 TR 1x Inverse","2024-08-22","164.10","164.65","164.10","164.45","-0.25","-0.15","NaN","NaN","NaN","NaN","NaN"
"Nifty50 TR 2x Leverage","2024-08-22","21384.70","21389.55","21250.25","21295.75","67.00","0.32","NaN","NaN","NaN","NaN","NaN"
"Nifty50 PR 1x Inverse","2024-08-22","197.75","198.40","197.75","198.15","-0.30","-0.15","NaN","NaN","NaN","NaN","NaN"
"Nifty50 PR 2x Leverage","2024-08-22","14698.50","14701.85","14606.10","14637.40","46.10","0.32","NaN","NaN","NaN","NaN","NaN"
"NIFTY100 Quality 30","2024-08-22","6056.55","6057.70","6039.95","6047.75","14.55","0.24","76781667","10765.40","34.62","10.13","1.62"
"NIFTY50 Equal Weight","2024-08-22","31953.40","31954.75","31851.85","31871.40","26.60","0.08","220345125","24227.03","24.52","4.41","1.30"
"Nifty500 Equal Weight","2024-08-22","NaN","NaN","NaN","14919.16","70.65","0.48","2186317143","86131.17","33.29","4.68","0.86"
"Nifty 50 Futures Index","2024-08-22","NaN","NaN","NaN","6925.85","11.79","0.17","NaN","NaN","NaN","NaN","NaN"
"Nifty 50 Arbitrage","2024-08-22","NaN","NaN","NaN","2363.65","0.08","0.00","NaN","NaN","NaN","NaN","NaN"
"Nifty 50 Futures TR Index","2024-08-22","NaN","NaN","NaN","26632.37","50.50","0.19","NaN","NaN","NaN","NaN","NaN"
"Nifty India Corporate Group Index - Mahindra Group","2024-08-22","NaN","NaN","NaN","32374.97","-134.02","-0.41","13271980","1205.64","32.56","4.41","1.32"
"Nifty India Corporate Group Index - Aditya Birla Group","2024-08-22","NaN","NaN","NaN","8592.40","85.60","1.01","297672666","2068.72","753.35","4.01","0.50"
"Nifty India Corporate Group Index - Tata Group","2024-08-22","NaN","NaN","NaN","20346.98","-14.86","-0.07","109740309","6494.65","37.51","8.93","1.13"
"Nifty India Corporate Group Index - Tata Group 25% Cap","2024-08-22","18198.35","18231.20","18129.75","18204.70","71.55","0.39","73475479","5325.45","37.09","7.01","0.93"
"Nifty Private Bank","2024-08-22","25491.20","25583.80","25444.00","25534.35","144.45","0.57","119867837","5889.35","15.46","2.85","0.70"
"Nifty Smallcap 250","2024-08-22","18007.80","18096.05","17969.20","17984.45","56.70","0.32","777072272","22533.30","31.25","4.53","0.86"
"Nifty Smallcap 50","2024-08-22","9050.35","9090.20","9021.05","9033.95","23.65","0.26","215481787","8666.84","27.21","4.18","0.85"
"Nifty MidSmallcap 400","2024-08-22","20429.80","20494.35","20403.70","20444.95","109.25","0.54","1699458266","48033.12","38.42","5.14","0.74"
"Nifty Midcap 150","2024-08-22","21719.70","21792.50","21687.00","21760.35","142.65","0.66","922385994","25499.82","43.99","5.56","0.67"
"Nifty IPO","2024-08-22","NaN","NaN","NaN","2275.13","20.75","0.92","297787299","7856.81","55.89","12.23","0.13"
"Nifty Midcap Select","2024-08-22","12990.25","13099.30","12971.80","13067.10","128.95","1.00","363774220","5242.02","63.17","6.93","0.77"
"NIFTY LargeMidcap 250","2024-08-22","16391.60","16409.75","16359.45","16391.90","71.95","0.44","1409244871","63597.87","31.06","4.88","0.92"
"NIFTY SME EMERGE","2024-08-22","NaN","NaN","NaN","15769.62","242.27","1.56","NaN","NaN","105.54","10.34","0.08"
"Nifty Oil & Gas","2024-08-22","13322.55","13336.80","13206.40","13227.35","-31.05","-0.23","85096668","4456.85","12.82","2.37","2.53"
"Nifty Financial Services 25/50","2024-08-22","25766.15","25799.45","25671.75","25761.15","81.65","0.32","64157378","7866.90","17.10","3.46","0.89"
"Nifty Healthcare Index","2024-08-22","14188.30","14188.90","14092.15","14123.85","-16.00","-0.11","15711958","2662.52","42.23","6.53","0.53"
"Nifty500 Multicap 50:25:25","2024-08-22","16421.45","16441.20","16389.10","16408.75","58.00","0.35","2186317143","86131.17","28.97","4.64","0.96"
"Nifty Microcap 250","2024-08-22","25160.75","25226.15","25095.05","25131.30","128.45","0.51","736156790","8814.41","31.13","3.87","0.46"
"Nifty Total Market","2024-08-22","13228.25","13232.45","13196.10","13213.30","41.60","0.32","2922473933","94945.58","26.88","4.51","1.03"
"Nifty India Digital","2024-08-22","9359.20","9381.75","9301.20","9317.50","9.70","0.10","445713456","10045.95","323.05","13.71","1.01"
"Nifty Mobility","2024-08-22","NaN","NaN","NaN","22031.25","51.57","0.23","174554464","11859.74","27.45","6.24","0.88"
"Nifty India Defence","2024-08-22","NaN","NaN","NaN","7026.52","-16.87","-0.24","22909627","3215.86","57.68","16.50","0.47"
"Nifty Financial Services Ex-Bank","2024-08-22","NaN","NaN","NaN","25842.71","60.96","0.24","117613469","6776.43","23.83","3.44","0.76"
"Nifty Housing","2024-08-22","NaN","NaN","NaN","11733.88","35.16","0.30","361651967","15031.46","27.59","3.73","0.85"
"Nifty Transportation & Logistics","2024-08-22","NaN","NaN","NaN","24654.63","-1.83","-0.01","146694637","9165.10","29.87","6.73","0.67"
"Nifty MidSmall Financial Services","2024-08-22","NaN","NaN","NaN","15227.66","131.33","0.87","279878439","6875.28","22.91","2.91","0.65"
"Nifty MidSmall Healthcare","2024-08-22","40415.50","40523.00","40246.95","40439.55","177.70","0.44","22243365","2701.87","52.01","6.55","0.72"
"Nifty MidSmall IT & Telecom","2024-08-22","NaN","NaN","NaN","11254.61","58.09","0.52","357027018","3764.31","NaN","31.61","0.80"
"Nifty MidSmall India Consumption","2024-08-22","NaN","NaN","NaN","19320.42","136.41","0.71","76511252","4440.76","64.78","8.85","0.41"
"Nifty REITs & InvITs","2024-08-22","NaN","NaN","NaN","1109.19","-3.74","-0.34","5797305","82.36","30.02","1.77","7.53"
"Nifty Core Housing","2024-08-22","NaN","NaN","NaN","17159.34","148.53","0.87","43329564","5130.94","40.08","4.64","0.61"
"Nifty500 Multicap Infrastructure 50:30:20","2024-08-22","14651.30","14697.60","14619.60","14667.35","69.10","0.47","575336351","14671.48","30.49","4.26","1.01"
"Nifty Rural","2024-08-22","NaN","NaN","NaN","15390.96","39.96","0.26","526244698","18935.10","30.30","4.77","1.06"
"Nifty Consumer Durables","2024-08-22","40871.10","41081.60","40795.40","40996.80","348.25","0.86","52315980","4241.81","86.79","13.50","0.35"
"Nifty Non-Cyclical Consumer","2024-08-22","NaN","NaN","NaN","17057.51","163.03","0.96","182442204","11723.98","67.88","13.81","0.85"
"Nifty500 Multicap India Manufacturing 50:30:20","2024-08-22","15534.05","15543.30","15490.10","15516.75","35.70","0.23","206920331","16020.40","34.47","4.53","0.77"
"Nifty EV & New Age Automotive","2024-08-22","NaN","NaN","NaN","3324.04","5.10","0.15","71283948","7944.65","34.78","6.43","0.70"
"Nifty500 LargeMidSmall Equal-Cap Weighted","2024-08-22","NaN","NaN","NaN","18170.97","72.23","0.40","2186317143","86131.17","31.12","4.75","0.90"
"Nifty India Tourism","2024-08-22","NaN","NaN","NaN","8698.58","184.47","2.17","63427251","2513.99","68.99","22.89","0.12"
"NIFTY100 Alpha 30","2024-08-22","NaN","NaN","NaN","21094.83","18.08","0.09","232099176","10988.10","20.31","4.59","1.25"
"NIFTY500 Value 50","2024-08-22","NaN","NaN","NaN","15276.21","57.00","0.37","404306351","11925.34","12.96","1.90","2.78"
"Nifty100 Low Volatility 30","2024-08-22","20424.50","20439.00","20372.20","20413.25","58.25","0.29","84914864","13510.38","35.90","7.35","1.08"
"NIFTY Alpha Low-Volatility 30","2024-08-22","29871.50","29898.95","29774.10","29864.65","108.70","0.37","92637112","12774.89","28.61","5.13","0.91"
"NIFTY Quality Low-Volatility 30","2024-08-22","NaN","NaN","NaN","18578.43","64.91","0.35","64583477","10620.55","35.55","9.51","1.32"
"NIFTY Alpha Quality Low-Volatility 30","2024-08-22","NaN","NaN","NaN","24991.80","55.97","0.22","57465022","8692.18","32.92","9.49","1.37"
"NIFTY Alpha Quality Value Low-Volatility 30","2024-08-22","NaN","NaN","NaN","22366.45","17.72","0.08","99954265","10949.17","22.88","5.96","1.83"
"NIFTY200 Quality 30","2024-08-22","22606.10","22628.85","22550.60","22578.65","56.75","0.25","62157965","8537.93","36.81","11.53","1.67"
"NIFTY Midcap150 Quality 50","2024-08-22","25344.70","25425.15","25306.85","25358.90","114.25","0.45","40758650","5243.48","40.78","10.27","1.07"
"Nifty200 Momentum 30","2024-08-22","36502.15","36510.95","36328.70","36432.80","69.95","0.19","139264614","10131.66","23.33","5.23","1.25"
"Nifty India Manufacturing","2024-08-22","15036.95","15038.45","14975.75","15008.55","30.00","0.20","224537210","17569.45","32.33","5.28","1.00"
"Nifty100 ESG Sector Leaders","2024-08-22","4145.25","4145.40","4132.20","4138.45","10.10","0.24","282142284","27874.33","27.09","4.72","1.00"
"Nifty200 Alpha 30","2024-08-22","29029.95","29071.10","28923.75","29046.75","150.20","0.52","439473562","9482.41","26.18","5.37","1.25"
"Nifty Midcap150 Momentum 50","2024-08-22","65331.90","65497.85","65123.15","65440.85","428.55","0.66","221130256","11416.30","35.69","5.77","0.79"
"Nifty Smallcap250 Quality 50","2024-08-22","NaN","NaN","NaN","29921.12","69.04","0.23","81599099","4182.14","28.89","5.74","1.19"
"Nifty Smallcap250 Momentum Quality 100","2024-08-22","NaN","NaN","NaN","53164.84","9.16","0.02","262673101","10994.16","29.31","5.28","0.95"
"Nifty MidSmallcap400 Momentum Quality 100","2024-08-22","NaN","NaN","NaN","54375.46","137.41","0.25","198438981","12505.73","34.68","7.03","0.92"
